name,album,duration_ms,popularity,release_date,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
"Battery (May 1985, Writing in Progress)",Master of Puppets (Remastered Deluxe Box Set),385805,16,1986/03/03,0.395,0.971,-7.547,0.165,0.056,0.716,0.104,0.32,92.062
"Welcome Home (Sanitarium) (May 1985, Writing in Progress)",Master of Puppets (Remastered Deluxe Box Set),376060,16,1986/03/03,0.361,0.635,-10.067,0.0608,0.379,0.446,0.222,0.162,104.192
"Disposable Heroes (May 1985, Writing in Progress II)",Master of Puppets (Remastered Deluxe Box Set),340128,15,1986/03/03,0.244,0.96,-6.94,0.135,0.0296,0.755,0.716,0.378,176.982
Battery (Early June 1985 Demo),Master of Puppets (Remastered Deluxe Box Set),281038,16,1986/03/03,0.298,0.941,-8.048,0.0437,0.018,0.811,0.178,0.472,96.584
Disposable Heroes (Early June 1985 Demo),Master of Puppets (Remastered Deluxe Box Set),518491,15,1986/03/03,0.253,0.898,-8.002,0.0506,0.00289,0.717,0.374,0.416,99.764
Welcome Home (Sanitarium) (Early June 1985 Demo),Master of Puppets (Remastered Deluxe Box Set),304692,16,1986/03/03,0.31,0.746,-9.334,0.0416,0.107,0.764,0.266,0.22,99.267
"Master of Puppets (Mid-June 1985, Writing in Progress)",Master of Puppets (Remastered Deluxe Box Set),90792,16,1986/03/03,0.385,0.881,-8.967,0.0464,0.000472,0.793,0.294,0.699,109.788
"Master of Puppets (Mid-June 1985, Writing in Progress II)",Master of Puppets (Remastered Deluxe Box Set),728169,16,1986/03/03,0.382,0.92,-8.337,0.102,0.311,0.57,0.337,0.453,102.84
Master of Puppets (Mid-June 1985 Demo),Master of Puppets (Remastered Deluxe Box Set),524454,17,1986/03/03,0.351,0.926,-8.056,0.0696,0.0295,0.854,0.105,0.535,103.28
Disposable Heroes (Late June 1985 Demo),Master of Puppets (Remastered Deluxe Box Set),536859,15,1986/03/03,0.203,0.802,-8.201,0.0898,0.378,0.86,0.33,0.399,177.981
Battery (Late June 1985 Demo),Master of Puppets (Remastered Deluxe Box Set),282086,16,1986/03/03,0.184,0.839,-8.034,0.0535,0.437,0.936,0.45,0.504,184.188
Welcome Home (Sanitarium) (Late June 1985 Demo),Master of Puppets (Remastered Deluxe Box Set),539915,16,1986/03/03,0.204,0.561,-11.291,0.0451,0.665,0.917,0.323,0.387,172.812
Master of Puppets (Late June 1985 Demo),Master of Puppets (Remastered Deluxe Box Set),498836,20,1986/03/03,0.311,0.698,-10.467,0.0526,0.178,0.826,0.726,0.583,108.717
"Damage, Inc. (Late August 1985, Writing in Progress)",Master of Puppets (Remastered Deluxe Box Set),160087,14,1986/03/03,0.295,0.887,-9.261,0.0865,0.134,0.678,0.318,0.795,171.627
Leper Messiah (Late August 1985 Demo),Master of Puppets (Remastered Deluxe Box Set),334460,14,1986/03/03,0.474,0.784,-7.498,0.0518,0.148,0.904,0.324,0.638,136.846
"Damage, Inc. (Late August 1985 Demo)",Master of Puppets (Remastered Deluxe Box Set),275181,14,1986/03/03,0.335,0.909,-9.122,0.0583,0.0517,0.831,0.095,0.648,91.131
Leper Messiah (Late August 1985 Demo II),Master of Puppets (Remastered Deluxe Box Set),355080,14,1986/03/03,0.282,0.584,-9.342,0.05,0.0113,0.899,0.0818,0.471,142.179
Orion (September 1985 Drum Room Demo),Master of Puppets (Remastered Deluxe Box Set),497539,16,1986/03/03,0.354,0.675,-11.116,0.04,0.00369,0.896,0.147,0.449,128.007
"The Thing That Should Not Be (September 1985, Writing in Progress)",Master of Puppets (Remastered Deluxe Box Set),257810,14,1986/03/03,0.445,0.816,-15.218,0.109,0.883,0.622,0.223,0.106,103.899
The Thing That Should Not Be (September 1985 Drum Room Demo),Master of Puppets (Remastered Deluxe Box Set),380771,14,1986/03/03,0.398,0.979,-14.046,0.109,0.792,0.974,0.411,0.0654,113.07
The Money Will Roll Right In (September 1985 Drum Room Jam),Master of Puppets (Remastered Deluxe Box Set),169728,16,1986/03/03,0.386,0.909,-10.065,0.0312,0.00103,0.953,0.182,0.816,120.012
The Prince (September 1985 Drum Room Jam),Master of Puppets (Remastered Deluxe Box Set),297818,15,1986/03/03,0.231,0.926,-10.427,0.045,8.45E-05,0.942,0.22,0.803,153.109
Welcome Home (Sanitarium) (September 1985 Drum Room Jam),Master of Puppets (Remastered Deluxe Box Set),82976,15,1986/03/03,0.36,0.744,-9.442,0.0494,0.000335,0.93,0.261,0.689,109.065
Orion (Late 1985 Guitar Solo Outtakes),Master of Puppets (Remastered Deluxe Box Set),54175,15,1986/03/03,0.289,0.407,-10.783,0.0437,0.000375,0.767,0.245,0.874,128.068
"Orion (Late 1985, Kirk & Lars in the Control Room)",Master of Puppets (Remastered Deluxe Box Set),62190,15,1986/03/03,0.522,0.686,-11.508,0.0343,0.116,0.462,0.264,0.941,127.666
The Ecstasy of Gold,Master of Puppets (Remastered Deluxe Box Set),95336,24,1986/03/03,0.0851,0.296,-15.605,0.0355,0.68,0.0556,0.585,0.11,70.974
"Battery (Live at The Meadowlands, East Rutherford, NJ - April 21st, 1986)",Master of Puppets (Remastered Deluxe Box Set),280028,15,1986/03/03,0.329,0.965,-10.031,0.0795,0.0116,0.0932,0.476,0.237,95.853
"Master of Puppets (Live at The Meadowlands, East Rutherford, NJ - April 21st, 1986)",Master of Puppets (Remastered Deluxe Box Set),522054,16,1986/03/03,0.353,0.937,-9.988,0.0599,0.0319,0.00245,0.38,0.266,110.951
"For Whom The Bell Tolls (Live at The Meadowlands, East Rutherford, NJ - April 21st, 1986)",Master of Puppets (Remastered Deluxe Box Set),264003,16,1986/03/03,0.402,0.886,-10.028,0.0533,0.133,0.00083,0.72,0.345,133.929
"Ride The Lightning (Live at The Meadowlands, East Rutherford, NJ - April 21st, 1986)",Master of Puppets (Remastered Deluxe Box Set),393404,14,1986/03/03,0.207,0.965,-9.877,0.0626,0.00593,0.0356,0.864,0.305,156.837
"Welcome Home (Sanitarium) (Live at The Meadowlands, East Rutherford, NJ - April 21st, 1986)",Master of Puppets (Remastered Deluxe Box Set),340689,15,1986/03/03,0.238,0.904,-9.896,0.0811,0.00389,0.0087,0.317,0.312,101.413
"Seek & Destroy (Live at The Meadowlands, East Rutherford, NJ - April 21st, 1986)",Master of Puppets (Remastered Deluxe Box Set),229839,13,1986/03/03,0.208,0.956,-9.871,0.0738,0.089,0.791,0.945,0.301,154.531
"Creeping Death (Live at The Meadowlands, East Rutherford, NJ - April 21st, 1986)",Master of Puppets (Remastered Deluxe Box Set),407451,14,1986/03/03,0.248,0.954,-9.946,0.116,0.0525,0.0231,0.87,0.206,116.341
"Am I Evil? (Live at The Meadowlands, East Rutherford, NJ - April 21st, 1986)",Master of Puppets (Remastered Deluxe Box Set),253090,14,1986/03/03,0.169,0.894,-10.382,0.081,0.16,0.0641,0.874,0.312,174.274
"Damage, Inc. (Live at The Meadowlands, East Rutherford, NJ - April 21st, 1986)",Master of Puppets (Remastered Deluxe Box Set),305210,14,1986/03/03,0.27,0.972,-9.581,0.0789,0.0411,0.0577,0.37,0.0749,93.699
"Battery (Live at Hampton Coliseum, Hampton, VA - August 3rd, 1986)",Master of Puppets (Remastered Deluxe Box Set),265759,14,1986/03/03,0.242,0.991,-8.577,0.0939,0.0386,0.949,0.679,0.11,98.685
"Master of Puppets (Live at Hampton Coliseum, Hampton, VA - August 3rd, 1986)",Master of Puppets (Remastered Deluxe Box Set),479374,16,1986/03/03,0.253,0.976,-8.705,0.142,0.116,0.916,0.812,0.195,118.993
"For Whom The Bell Tolls (Live at Hampton Coliseum, Hampton, VA - August 3rd, 1986)",Master of Puppets (Remastered Deluxe Box Set),309962,18,1986/03/03,0.262,0.862,-7.68,0.143,0.309,0.0632,0.83,0.254,142.449
"Bass Solo (Live at Hampton Coliseum, Hampton, VA - August 3rd, 1986)",Master of Puppets (Remastered Deluxe Box Set),59309,15,1986/03/03,0.23,0.651,-12.864,0.0839,0.902,0.795,0.157,0.0998,92.66
"Welcome Home (Sanitarium) (Live at Hampton Coliseum, Hampton, VA - August 3rd, 1986)",Master of Puppets (Remastered Deluxe Box Set),566433,14,1986/03/03,0.272,0.878,-9.274,0.225,0.155,0.107,0.247,0.143,116.072
"Seek & Destroy (Live at Hampton Coliseum, Hampton, VA - August 3rd, 1986)",Master of Puppets (Remastered Deluxe Box Set),469502,14,1986/03/03,0.232,0.974,-7.945,0.308,0.358,0.281,0.788,0.219,172.331
"Creeping Death (Live at Hampton Coliseum, Hampton, VA - August 3rd, 1986)",Master of Puppets (Remastered Deluxe Box Set),499906,15,1986/03/03,0.259,0.953,-8.625,0.235,0.229,0.0977,0.854,0.121,126.516
"Am I Evil? (Live at Hampton Coliseum, Hampton, VA - August 3rd, 1986)",Master of Puppets (Remastered Deluxe Box Set),225507,14,1986/03/03,0.307,0.948,-7.499,0.114,0.136,0.87,0.387,0.267,98.478
"Damage, Inc. (Live at Hampton Coliseum, Hampton, VA - August 3rd, 1986)",Master of Puppets (Remastered Deluxe Box Set),356336,14,1986/03/03,0.212,0.973,-7.728,0.144,0.115,0.141,0.719,0.0853,102.528
Master of Puppets (Jasons first audition),Master of Puppets (Remastered Deluxe Box Set),456283,17,1986/03/03,0.328,0.796,-10.539,0.0491,0.000183,0.8,0.372,0.689,117.46
Battery (Jasons first audition),Master of Puppets (Remastered Deluxe Box Set),253372,16,1986/03/03,0.345,0.822,-10.54,0.0353,5.63E-05,0.777,0.0778,0.761,98.309
Seek & Destroy (Jasons second audition),Master of Puppets (Remastered Deluxe Box Set),370784,16,1986/03/03,0.236,0.777,-11.188,0.0437,0.0012,0.84,0.296,0.808,156.501
Creeping Death (Jasons second audition),Master of Puppets (Remastered Deluxe Box Set),337966,17,1986/03/03,0.264,0.757,-10.408,0.0469,0.000113,0.862,0.334,0.707,123.162
Fight Fire With Fire (Jasons second audition),Master of Puppets (Remastered Deluxe Box Set),242676,16,1986/03/03,0.236,0.781,-12.458,0.0513,4.31E-05,0.88,0.452,0.493,100.394
"Master of Puppets (Live at The Country Club, Reseda, CA - November 8th, 1986)",Master of Puppets (Remastered Deluxe Box Set),471355,16,1986/03/03,0.256,0.96,-9.402,0.0828,0.0178,0.811,0.695,0.217,122.344
"For Whom The Bell Tolls (Live at The Country Club, Reseda, CA - November 8th, 1986)",Master of Puppets (Remastered Deluxe Box Set),290277,15,1986/03/03,0.282,0.928,-8.972,0.0812,0.0352,0.125,0.924,0.328,143.241
"Welcome Home (Sanitarium) (Live at The Country Club, Reseda, CA - November 8th, 1986)",Master of Puppets (Remastered Deluxe Box Set),364373,15,1986/03/03,0.281,0.948,-8.533,0.0941,0.0342,0.751,0.724,0.323,129.698
"Ride The Lightning (Live at The Country Club, Reseda, CA - November 8th, 1986)",Master of Puppets (Remastered Deluxe Box Set),380767,15,1986/03/03,0.21,0.976,-8.357,0.0896,0.0357,0.462,0.851,0.304,162.741
"Guitar Solo (Live at The Country Club, Reseda, CA - November 8th, 1986)",Master of Puppets (Remastered Deluxe Box Set),149569,13,1986/03/03,0.125,0.963,-10.772,0.169,0.8,0.768,0.523,0.0533,90.1
"Whiplash (Live at The Country Club, Reseda, CA - November 8th, 1986)",Master of Puppets (Remastered Deluxe Box Set),247580,14,1986/03/03,0.246,0.966,-8.929,0.091,0.0218,0.334,0.787,0.134,90.991
"Seek & Destroy (Live at The Country Club, Reseda, CA - November 8th, 1986)",Master of Puppets (Remastered Deluxe Box Set),394009,16,1986/03/03,0.288,0.947,-8.778,0.0903,0.0754,0.401,0.712,0.636,163.383
"The Four Horsemen (Live at The Country Club, Reseda, CA - November 8th, 1986)",Master of Puppets (Remastered Deluxe Box Set),302549,14,1986/03/03,0.32,0.901,-10.074,0.0712,0.0156,0.616,0.378,0.4,124.737
"Am I Evil? (Live at The Country Club, Reseda, CA - November 8th, 1986)",Master of Puppets (Remastered Deluxe Box Set),224818,14,1986/03/03,0.206,0.941,-9.148,0.123,0.279,0.771,0.883,0.306,90.559
"Damage, Inc. (Live at The Country Club, Reseda, CA - November 8th, 1986)",Master of Puppets (Remastered Deluxe Box Set),278563,14,1986/03/03,0.224,0.951,-9.578,0.0829,0.0586,0.639,0.42,0.232,101.582
"Master of Puppets (Live at Grugahalle, Essen, West Germany - January 25th, 1987)",Master of Puppets (Remastered Deluxe Box Set),285639,14,1986/03/03,0.298,0.936,-10.014,0.106,0.00574,0.807,0.746,0.264,122.524
"For Whom The Bell Tolls (Live at Grugahalle, Essen, West Germany - January 25th, 1987)",Master of Puppets (Remastered Deluxe Box Set),270241,14,1986/03/03,0.254,0.872,-9.673,0.103,0.0113,0.0438,0.73,0.244,144.809
"Welcome Home (Sanitarium) (Live at Grugahalle, Essen, West Germany - January 25th, 1987)",Master of Puppets (Remastered Deluxe Box Set),348590,14,1986/03/03,0.297,0.919,-9.775,0.101,0.00371,0.617,0.69,0.261,129.74
"Ride The Lightning (Live at Grugahalle, Essen, West Germany - January 25th, 1987)",Master of Puppets (Remastered Deluxe Box Set),384792,14,1986/03/03,0.205,0.964,-9.748,0.0982,0.000769,0.344,0.878,0.275,167.666
"Bass Solo (Live at Grugahalle, Essen, West Germany - January 25th, 1987)",Master of Puppets (Remastered Deluxe Box Set),305981,15,1986/03/03,0.352,0.674,-17.139,0.0723,0.741,0.65,0.302,0.325,117.659
"Whiplash (Live at Grugahalle, Essen, West Germany - January 25th, 1987)",Master of Puppets (Remastered Deluxe Box Set),239947,14,1986/03/03,0.173,0.975,-10.28,0.136,0.00324,0.859,0.708,0.152,184.599
"The Thing That Should Not Be (Live at Grugahalle, Essen, West Germany - January 25th, 1987)",Master of Puppets (Remastered Deluxe Box Set),342029,14,1986/03/03,0.274,0.861,-10.281,0.0909,0.00369,0.569,0.952,0.2,140.002
"Creeping Death (Live at Grugahalle, Essen, West Germany - January 25th, 1987)",Master of Puppets (Remastered Deluxe Box Set),461640,14,1986/03/03,0.287,0.937,-10.583,0.105,0.105,0.682,0.402,0.255,126.903
"The Four Horsemen (Live at Grugahalle, Essen, West Germany - January 25th, 1987)",Master of Puppets (Remastered Deluxe Box Set),298990,13,1986/03/03,0.282,0.963,-9.655,0.109,0.00667,0.625,0.85,0.332,125.229
"Guitar Solo (Live at Grugahalle, Essen, West Germany - January 25th, 1987)",Master of Puppets (Remastered Deluxe Box Set),166635,13,1986/03/03,0.175,0.857,-13.185,0.126,0.0682,0.219,0.493,0.0832,62.11
"Am I Evil? (Live at Grugahalle, Essen, West Germany - January 25th, 1987)",Master of Puppets (Remastered Deluxe Box Set),221345,13,1986/03/03,0.306,0.946,-9.685,0.105,0.0137,0.885,0.856,0.239,95.236
"Damage, Inc. (Live at Grugahalle, Essen, West Germany - January 25th, 1987)",Master of Puppets (Remastered Deluxe Box Set),309607,14,1986/03/03,0.26,0.949,-10.785,0.0995,0.00777,0.675,0.718,0.117,102.046
"Blitzkrieg (Live at Grugahalle, Essen, West Germany - January 25th, 1987)",Master of Puppets (Remastered Deluxe Box Set),265209,14,1986/03/03,0.295,0.95,-9.955,0.0995,0.005,0.77,0.931,0.163,117.914
The Ecstasy of Gold,Master of Puppets (Remastered Deluxe Box Set),101829,16,1986/03/03,0.155,0.632,-15.387,0.0648,0.798,0.264,0.972,0.187,72.156
"Battery (Fan Recording - Live at Solnahallen, Stockholm, Sweden - September 26th, 1986)",Master of Puppets (Remastered Deluxe Box Set),267446,13,1986/03/03,0.258,0.873,-12.501,0.15,0.821,0.941,0.506,0.205,101.125
"Master of Puppets (Fan Recording - Live at Solnahallen, Stockholm, Sweden - September 26th, 1986)",Master of Puppets (Remastered Deluxe Box Set),459621,13,1986/03/03,0.235,0.767,-14.285,0.124,0.864,0.958,0.236,0.376,122.646
"For Whom The Bell Tolls (Fan Recording - Live at Solnahallen, Stockholm, Sweden - September 26th, 1986)",Master of Puppets (Remastered Deluxe Box Set),259950,13,1986/03/03,0.202,0.728,-13.48,0.0815,0.888,0.771,0.719,0.467,141.91
"Welcome Home (Sanitarium) (Fan Recording - Live at Solnahallen, Stockholm, Sweden - September 26th, 1986)",Master of Puppets (Remastered Deluxe Box Set),351849,13,1986/03/03,0.25,0.718,-13.265,0.0854,0.451,0.845,0.755,0.519,108.243
"Ride The Lightning (Fan Recording - Live at Solnahallen, Stockholm, Sweden - September 26th, 1986)",Master of Puppets (Remastered Deluxe Box Set),372054,13,1986/03/03,0.269,0.725,-14.626,0.0661,0.744,0.817,0.684,0.529,82.433
"(Anesthesia) - Pulling Teeth (Fan Recording - Live at Solnahallen, Stockholm, Sweden - September 26th, 1986)",Master of Puppets (Remastered Deluxe Box Set),311236,15,1986/03/03,0.211,0.676,-14.717,0.0945,0.861,0.205,0.46,0.193,121.902
"Whiplash (Fan Recording - Live at Solnahallen, Stockholm, Sweden - September 26th, 1986)",Master of Puppets (Remastered Deluxe Box Set),225235,13,1986/03/03,0.166,0.858,-13.211,0.101,0.629,0.842,0.696,0.284,92.973
"The Thing That Should Not Be (Fan Recording - Live at Solnahallen, Stockholm, Sweden - September 26th, 1986)",Master of Puppets (Remastered Deluxe Box Set),357741,13,1986/03/03,0.248,0.661,-14.359,0.0727,0.627,0.808,0.867,0.564,135.817
"Fade To Black (Fan Recording - Live at Solnahallen, Stockholm, Sweden - September 26th, 1986)",Master of Puppets (Remastered Deluxe Box Set),402926,12,1986/03/03,0.161,0.7,-13.13,0.138,0.78,0.861,0.747,0.449,83.604
"Seek & Destroy (Fan Recording - Live at Solnahallen, Stockholm, Sweden - September 26th, 1986)",Master of Puppets (Remastered Deluxe Box Set),408152,13,1986/03/03,0.2,0.642,-15.372,0.0923,0.876,0.832,0.699,0.528,166.626
"Creeping Death (Fan Recording - Live at Solnahallen, Stockholm, Sweden - September 26th, 1986)",Master of Puppets (Remastered Deluxe Box Set),420456,13,1986/03/03,0.257,0.635,-15.058,0.0829,0.818,0.828,0.675,0.391,129.041
"The Four Horsemen (Fan Recording - Live at Solnahallen, Stockholm, Sweden - September 26th, 1986)",Master of Puppets (Remastered Deluxe Box Set),286803,13,1986/03/03,0.244,0.742,-14.435,0.0847,0.715,0.753,0.43,0.511,129.182
"Guitar Solo (Fan Recording - Live at Solnahallen, Stockholm, Sweden - September 26th, 1986)",Master of Puppets (Remastered Deluxe Box Set),65567,12,1986/03/03,0.211,0.845,-14.484,0.424,0.981,0.972,0.18,0.103,127.632
"Am I Evil? (Fan Recording - Live at Solnahallen, Stockholm, Sweden - September 26th, 1986)",Master of Puppets (Remastered Deluxe Box Set),214839,12,1986/03/03,0.185,0.741,-14.523,0.0932,0.889,0.915,0.125,0.311,95.218
"Damage, Inc. (Fan Recording - Live at Solnahallen, Stockholm, Sweden - September 26th, 1986)",Master of Puppets (Remastered Deluxe Box Set),275687,12,1986/03/03,0.243,0.683,-15.125,0.062,0.782,0.867,0.538,0.467,100.663
"Blitzkrieg (Fan Recording - Live at Solnahallen, Stockholm, Sweden - September 26th, 1986)",Master of Puppets (Remastered Deluxe Box Set),245008,13,1986/03/03,0.238,0.745,-12.581,0.0811,0.78,0.655,0.779,0.288,113.54
"Fight Fire With Fire (Fan Recording - Live at Solnahallen, Stockholm, Sweden - September 26th, 1986)",Master of Puppets (Remastered Deluxe Box Set),280733,13,1986/03/03,0.122,0.931,-10.179,0.0681,0.00204,0.388,0.362,0.0372,96.275
Battery,Master Of Puppets (Remastered),312360,66,1986/03/03,0.481,0.928,-8.799,0.0672,0.00022,0.558,0.106,0.427,96.699
Master Of Puppets,Master Of Puppets (Remastered),515387,80,1986/03/03,0.543,0.836,-9.11,0.0353,0.000647,0.431,0.153,0.56,105.173
The Thing That Should Not Be,Master Of Puppets (Remastered),396107,58,1986/03/03,0.679,0.719,-10.134,0.032,0.000116,0.354,0.128,0.445,111.792
Welcome Home (Sanitarium),Master Of Puppets (Remastered),387147,56,1986/03/03,0.306,0.766,-9.693,0.0329,0.000324,0.101,0.102,0.42,96.668
Disposable Heroes,Master Of Puppets (Remastered),496627,54,1986/03/03,0.292,0.931,-7.618,0.0919,4.27E-05,0.468,0.0901,0.427,90.61
Leper Messiah,Master Of Puppets (Remastered),339880,55,1986/03/03,0.379,0.808,-8.605,0.0684,5.23E-05,0.794,0.322,0.557,138.694
Orion,Master Of Puppets (Remastered),507227,56,1986/03/03,0.365,0.67,-10.014,0.0386,0.00142,0.892,0.111,0.4,128.488
"Damage, Inc.",Master Of Puppets (Remastered),332465,52,1986/03/03,0.326,0.848,-10.567,0.167,0.000467,0.466,0.134,0.143,91.671
Fight Fire With Fire (Remastered),Ride The Lightning (Deluxe Remaster),284507,56,1984/07/27,0.28,0.986,-7.012,0.115,3.73E-05,0.688,0.071,0.16,91.025
Ride The Lightning (Remastered),Ride The Lightning (Deluxe Remaster),396987,61,1984/07/27,0.265,0.973,-6.129,0.173,5.15E-05,0.0942,0.205,0.27,148.506
For Whom The Bell Tolls (Remastered),Ride The Lightning (Deluxe Remaster),309973,73,1984/07/27,0.512,0.86,-6.145,0.0703,0.00631,0.00528,0.0652,0.258,117.909
Fade To Black (Remastered),Ride The Lightning (Deluxe Remaster),417227,66,1984/07/27,0.256,0.929,-6.667,0.113,0.00311,0.201,0.11,0.278,113.47
Trapped Under Ice (Remastered),Ride The Lightning (Deluxe Remaster),244067,53,1984/07/27,0.242,0.989,-5.298,0.204,8.16E-05,0.0531,0.0528,0.054,162.98
Escape (Remastered),Ride The Lightning (Deluxe Remaster),263867,47,1984/07/27,0.267,0.937,-5.841,0.101,0.00134,0.471,0.175,0.526,144.126
Creeping Death (Remastered),Ride The Lightning (Deluxe Remaster),395707,60,1984/07/27,0.31,0.977,-5.478,0.164,0.000219,0.273,0.0785,0.179,100.626
The Call Of Ktulu (Remastered),Ride The Lightning (Deluxe Remaster),533493,50,1984/07/27,0.301,0.935,-7.584,0.1,0.0221,0.854,0.215,0.145,139.239
The Ecstasy of Gold,Ride The Lightning (Deluxe Remaster),95925,0,1984/07/27,0.112,0.4,-8.779,0.0339,0.608,0.492,0.53,0.124,89.823
"Fight Fire With Fire (Live at The Hollywood Palladium, Los Angeles, CA ì March 10th, 1985)",Ride The Lightning (Deluxe Remaster),278783,34,1984/07/27,0.214,0.951,-7.314,0.0997,4.97E-05,0.103,0.461,0.174,177.573
"Ride The Lightning (Live at The Hollywood Palladium, Los Angeles, CA ì March 10th, 1985)",Ride The Lightning (Deluxe Remaster),428453,32,1984/07/27,0.199,0.981,-6.434,0.298,8.14E-05,0.0147,0.813,0.0918,158.442
"Phantom Lord (Live at The Hollywood Palladium, Los Angeles, CA ì March 10th, 1985)",Ride The Lightning (Deluxe Remaster),304819,28,1984/07/27,0.143,0.972,-7.4,0.207,0.000267,0.693,0.702,0.062,161.721
"(Anesthesia) ì Pulling Teeth (Live at The Hollywood Palladium, Los Angeles, CA ì March 10th, 1985)",Ride The Lightning (Deluxe Remaster),214720,29,1984/07/27,0.283,0.779,-9.725,0.116,0.896,0.696,0.189,0.157,117.129
"For Whom The Bell Tolls (Live at The Hollywood Palladium, Los Angeles, CA ì March 10th, 1985)",Ride The Lightning (Deluxe Remaster),269150,32,1984/07/27,0.263,0.959,-6.982,0.109,0.0232,0.483,0.749,0.166,131.111
"No Remorse (Live at The Hollywood Palladium, Los Angeles, CA ì March 10th, 1985)",Ride The Lightning (Deluxe Remaster),383559,26,1984/07/27,0.222,0.985,-6.874,0.157,0.000479,0.859,0.726,0.0399,114.615
"Fade To Black (Live at The Hollywood Palladium, Los Angeles, CA ì March 10th, 1985)",Ride The Lightning (Deluxe Remaster),434875,27,1984/07/27,0.252,0.811,-7.812,0.13,0.0175,0.246,0.953,0.244,124.355
"Seek & Destroy (Live at The Hollywood Palladium, Los Angeles, CA ì March 10th, 1985)",Ride The Lightning (Deluxe Remaster),425623,29,1984/07/27,0.216,0.953,-7.691,0.2,0.000858,0.457,0.442,0.255,152.913
"Creeping Death (Live at The Hollywood Palladium, Los Angeles, CA ì March 10th, 1985)",Ride The Lightning (Deluxe Remaster),354716,26,1984/07/27,0.198,0.967,-7.397,0.135,0.000109,0.446,0.451,0.207,121.446
"Am I Evil? (Live at The Hollywood Palladium, Los Angeles, CA ì March 10th, 1985)",Ride The Lightning (Deluxe Remaster),219401,25,1984/07/27,0.223,0.926,-8.479,0.118,0.023,0.599,0.653,0.397,88.711
"Motorbreath (Live at The Hollywood Palladium, Los Angeles, CA ì March 10th, 1985)",Ride The Lightning (Deluxe Remaster),198590,23,1984/07/27,0.243,0.936,-8.792,0.069,0.00393,0.705,0.689,0.155,95.004
Am I Evil? (Remastered),Ride The Lightning (Deluxe Remaster),470133,48,1984/07/27,0.295,0.926,-5.703,0.0851,0.000301,0.375,0.0522,0.52,78.711
Blitzkrieg (Remastered),Ride The Lightning (Deluxe Remaster),216800,46,1984/07/27,0.485,0.972,-6.047,0.0591,0.000154,0.443,0.0899,0.606,98.983
Ride The Lightning (Studio Demo),Ride The Lightning (Deluxe Remaster),407621,26,1984/07/27,0.272,0.968,-5.69,0.0849,0.00116,0.492,0.288,0.27,139.171
When Hell Freezes Over (The Call of Ktulu) (Studio Demo),Ride The Lightning (Deluxe Remaster),521787,26,1984/07/27,0.326,0.934,-8.263,0.0704,0.00664,0.701,0.0749,0.133,143.457
Creeping Death (Studio Demo),Ride The Lightning (Deluxe Remaster),430720,24,1984/07/27,0.349,0.986,-5.177,0.0858,0.00133,0.597,0.0493,0.142,105.969
Fight Fire With Fire (Studio Demo),Ride The Lightning (Deluxe Remaster),301277,22,1984/07/27,0.202,0.981,-6.315,0.1,0.000587,0.698,0.0418,0.0531,166.45
Ride The Lightning (Garage Demo),Ride The Lightning (Deluxe Remaster),453596,23,1984/07/27,0.296,0.919,-8.375,0.309,0.0873,0.801,0.109,0.168,136.775
When Hell Freezes Over (The Call of Ktulu) (Garage Demo),Ride The Lightning (Deluxe Remaster),561728,22,1984/07/27,0.272,0.872,-8.626,0.111,0.351,0.769,0.413,0.166,136.927
Fight Fire With Fire (Garage Demo),Ride The Lightning (Deluxe Remaster),327672,21,1984/07/27,0.19,0.94,-8.96,0.178,0.0107,0.444,0.0748,0.134,157.661
Ride The Lightning (Boom Box Demo),Ride The Lightning (Deluxe Remaster),463919,21,1984/07/27,0.32,0.959,-6.891,0.143,0.0517,0.916,0.148,0.313,133.167
Blitzkrieg (Rhythm Track Rough Mix),Ride The Lightning (Deluxe Remaster),218176,22,1984/07/27,0.522,0.965,-8.07,0.0387,0.00144,0.84,0.0989,0.544,99.373
Am I Evil? (Rhythm Track Rough Mix),Ride The Lightning (Deluxe Remaster),486099,22,1984/07/27,0.366,0.925,-7.25,0.0485,0.00121,0.756,0.0518,0.53,96.902
"Fight Fire With Fire (Live at Kabuki Theatre, San Francisco, CA ì March 15th, 1985)",Ride The Lightning (Deluxe Remaster),224846,19,1984/07/27,0.173,0.985,-7.88,0.12,0.00491,0.739,0.689,0.243,178.555
"Ride The Lightning (Live at Kabuki Theatre, San Francisco, CA ì March 15th, 1985)",Ride The Lightning (Deluxe Remaster),408046,19,1984/07/27,0.222,0.948,-5.785,0.121,0.0253,0.108,0.961,0.358,159.158
"Phantom Lord (Live at Kabuki Theatre, San Francisco, CA ì March 15th, 1985)",Ride The Lightning (Deluxe Remaster),285403,18,1984/07/27,0.152,0.976,-7.043,0.184,0.124,0.654,0.42,0.206,81.35
"The Four Horsemen (Live at Kabuki Theatre, San Francisco, CA ì March 15th, 1985)",Ride The Lightning (Deluxe Remaster),361138,20,1984/07/27,0.229,0.926,-6.179,0.0728,0.0463,0.602,0.751,0.369,122.422
"(Anesthesia) ì Pulling Teeth (Live at Kabuki Theatre, San Francisco, CA ì March 15th, 1985)",Ride The Lightning (Deluxe Remaster),99977,19,1984/07/27,0.299,0.978,-6.852,0.208,0.811,0.949,0.367,0.0823,123.831
